score,description,date,sentimento
5.0,"O mouse atendeu fielmente minhas necessidades por ter uma precisão muito boa, achei um enorme vantagem não ter luz óptica gerando um conforto visual.",10/06/2020,Bom
5.0,"Muito bom. Para os confusos e desavisados que nem eu o usb vem dentro do mouse kkk. E não é silencioso viu gente? Mas é muito bom, depois quero comprar o silencioso",14/10/2020,Bom
5.0,"Design e cor bonitas. Além disso, o produto tem qualidade muito boa e realmente é um dos melhores mouse pelo preço que tem, não vão se arrepender.",15/12/2021,Bom
5.0,"Já tivemos muitos mouses, que estragaram rapidamente. Resolvemos investir mais dessa vez e esse superou todas as expectativas. Muito bom!",8/02/2021,Bom
5.0,"Produto muito bom, atendeu muito bem às expectativas!",25/08/2021,Bom
5.0,"O mouse cumpre ao que se destina, apresenta uma boa relação custo-benefício.Estou satisfeito.",23/04/2021,Bom
5.0,"Muito melhor do que qualquer outra marca que conheço! Tinha antes um mouse HP que trava toda hora, mas este é tão bom que é o segundo que compro pra usar noutro Pc que tenho",4/07/2020,Bom
5.0,"Mouse bom, cumpre o que oferece. Achei um pouco pequeno - menor do que eu esperava - mas nao senti dores e/ou desconfortos por causa disso. Satisfeita com a compra.",24/06/2021,Bom
5.0,"Bom mouse, com ótima pegada, funciona perfeitamente, não testei em jogos, é tão bom, que acabei de comprar outro.",5/08/2021,Bom
5.0,"Super ergonômico.. Sério, além de ser bem bonito. Gostei mais que até meu antigo mouse, também wireless, dá Dell.",4/06/2021,Bom
5.0,"Pra quem precisa muito de um mouse sem fio, com boa duração de bateria e que não quer investir um valor muito alto, esse modelo atende bem o que se propõe.",29/10/2021,Bom
5.0,"Gostei, produto de qualidade.",10/03/2021,Bom
5.0,"Utilizei a pouco tempo, mas gostei bastante! Bem preciso, pequeno e muito confortável de usar (principalmente pra mim que tenho mãos pequenas). Achei um bom custo-beneficio.",23/01/2022,Bom
4.0,"Bom produto, embalagem ótima, entrega dentro do prazo, estou satisfeito, eu recomendo.",9/03/2021,Bom
5.0,"Adorei o meu mouse! Uso só pra coisas simples, não jogo, então não posso opinar sobre.",23/01/2021,Bom
5.0,Mouse de valor em conta que funciona perfeitamente para quem quer usar para trabalhar.,6/02/2022,Bom
5.0,CHEGARAM RAPIDO E QUEM ESTA USANDO ESTA GOSTANDO.,15/10/2021,Bom
5.0,"Apesar de ser um mouse que utilizar pilhas o que é uma grande desvantagem para a natureza, ele é bem preciso e com uma ergonomia bem confortável.",9/08/2020,Bom
5.0,"O mouse é extremamente barato comparado com qualidade, esse é o segundo do mesmo que compro.",9/03/2022,Bom
5.0,Click perfeito. Conecta-se rapidamente! Zero defeitos! Sem falar q tem o design lindo!,29/05/2021,Bom
5.0,Vale o investimento,20/05/2021,Bom
5.0,"Atendeu minhas expectativas. Não tem a ""luz vermelha"" embaixo, o que para mim é bom porque economiza pilha.",9/06/2021,Bom
5.0,"A transportadora entregou fora do horario comecial, entao foi 2 tentativas com problema, mas o produto chegou em bom estado e funcionando. Aparentemente muito bom.",19/02/2021,Bom
5.0,Achei muito fofo e super confortável de utilizar e também amei a praticidade que ele traz para levar para outros lugares,1/02/2022,Bom
5.0,"Eu já conhecia o produto antes, pois usava na empresa. É ótimo, a pilha dura mais de um ano para uso direto, super ergonômico e de ótimo tamanho!",24/11/2021,Bom
3.0,Gostei.  Recomendo,18/02/2021,Neutro
5.0,"tem uma boa pegada, mesmo que seja meio pequeno para as minhas mãos (já estava ciente disso na hora da compra). instalação super prática no PC. responde muito bem.",7/12/2021,Bom
5.0,"O laser invisível eu adorei, não fica aquela luz no mouse, gosto bastante da precisão e do tamanho também! Uso para o meu trabalho e dia-a-dia deu super certo. Recomendo!",15/07/2020,Bom
5.0,"Muito boa qualidade, encaixa certinho na mão.",8/04/2021,Bom
5.0,Para quem tem mão pequena ela serve muito bem. O som do clique pode ser considerado alto para algumas pessoas. Para jogadores casuais ele é o suficiente.,8/01/2021,Bom
5.0,Chegou super rápido. Ótimo produto e preço razoável. Entretanto para quem tem mãos maiores poderá sentir algum desconforto por ser um mouse relativamente pequeno.,26/08/2020,Bom
5.0,"Produto de boa qualidade, com pilha inclusa que ajuda a economizar tempo e dinheiro na compra de uma e a construção do produto é de ótima qualidade! Melhor custo benefício",3/03/2021,Bom
5.0,"Um bom mouse na categoria custo benefício. Possui dimensões que encaixam bem na mão, o que superou minhas expectativas. Material e acabamento ok. Fiel as fotos do produto.",27/09/2021,Bom
5.0,"Mouse ergonomico, seu peso é o ideal para mim! ótimo mouse",14/04/2021,Bom
5.0,Mouse bom e rápido. Fácil de aprender a usar. O plug usb vem dentro do mouse junto com a pilha. Só puxar e colocar no computador que começa a funcionar.,9/04/2021,Bom
5.0,"E um acessorio para tornar mais pratico o dia a dia, leve compacto e cumpre muito bem sua funcao. Nao é indicado para jogos. Atividades no geral, otimo.",10/07/2021,Bom
5.0,"muito bom, recomendo",16/04/2021,Bom
5.0,"Pra mim, sempre vale a pena comprar mouse sem fio e esse é ótimo. Compacto, ergonômico e preciso. Uso em jogos online.",26/06/2021,Bom
5.0,Chegou rapidinho e funciona super bem.,4/02/2020,Bom
1.0,Horrível ! Não pega de jeito nenhum,16/11/2021,Ruim
5.0,"O mouse é muito bom, se encaixa perfeitamente na mão, é leve e o sensor é muito bom também. Chego antes do prazo",24/06/2020,Bom
5.0,"Por ser portátil, facilita muito o seu transporte.",16/07/2021,Bom
5.0,"Muito bem embalado, entregua dentro do prazo, é leve, já vem com pilha, as instruções são fáceis de entender, está em perfeito funcionamento. Recomendo.",13/12/2021,Bom
5.0,"Meu mouse chegou hoje e já estou completamente apaixonada por ele. É leve, tem um visual super moderno, um clique preciso e está me servindo muito bem.",11/09/2020,Bom
5.0,"Produto chegou perfeito, bem embalado e dentro do prazo, Recomendo!",24/10/2021,Bom
5.0,"Rápido, ótima precisão. Qualidade superior.",28/05/2021,Bom
5.0,"Está funcionando até hoje, distância de  5 metros. Não gastou a pilha e também não melou.",31/07/2020,Bom
5.0,"O mouse cumpre bem o que promete. Tem uma resposta boa e pode ser utilizado tranquilamente no dia a dia, principalmente em notebooks.",24/07/2021,Bom
5.0,"Entrega o que promete. Para uso em atividades corriqueiras de escritório e navegação na internet, responde satisfatoriamente.",20/07/2020,Bom
4.0,"O Mouse até que não é tão pequeno e apresenta um bom desempenho, apenas o clique que não é silencioso.",6/01/2020,Bom
5.0,"Mouse Logitech está entre os melhores. Produto muito bom, envio rápido, chegou antes da data agendada.",11/03/2022,Bom
5.0,"Ele é bem acabado, tem espaço para guardar o plug e botão liga e desliga.Pelo o que eu pesquisei ele não desliga por inatividade, mas pelo preço ele é ótimo.",29/04/2021,Bom
5.0,"muito bom o mouse. Bonito e muito útil. Já uso o teclado da logitech sem fio, excelente por sinal. Agora o mouse, acabou o incômodo dos fios.",23/08/2021,Bom
5.0,Mouse com ótima sensibilidade e tamanho ideal. Recomendo.,10/04/2021,Bom
4.0,"comprei esse mouse pra estudo e atividades do dia a dia. no geral atende bem, tem uma pegada legal e é bem bonito. custo beneficio bom. logitech me surpreendeu",6/10/2020,Bom
5.0,"Produto de excelente qualidade (hardware e estética), precisão muito boa em relação ao custo. Recomendamos a todos sem sombra de duvidas.",7/06/2021,Bom
5.0,"Muito bom! Eu tenho a mão pequena, mas ficou um tamanho perfeito. Ótimo pra usar no dia a dia e também não tive problemas com ele para jogos.",2/09/2020,Bom
2.0,"O mouse é bom, possui precisão boa, mas o barulho do scroll de rolagem é péssimo! Até em video chamadas as pessoas conseguem ouvir o barulho.",18/09/2021,Ruim
5.0,Produto perfeito para quem quer eliminar cabos e manter alta qualidade.,4/03/2021,Bom
5.0,Bom custo benefício mas achei meio leve,2/10/2020,Bom
5.0,"Eu gostei do mouse encaixa certinho na mão, só achei estranho ele não acender os leds do laser que fica na parte de baixo, cheguei a pensar que estava com problema mais funcionou de boa.",15/06/2021,Bom
5.0,"Comprei pra usar no trabalho, bom custo benefício, o conector usb vem dentro do mouse, ao lado da pilha, eu já tava estressando e ia devolver",7/12/2021,Bom
5.0,"Excelente, dei de presente para uso em estudo! Só recebi elogios do produto!!Recomendado",3/02/2022,Bom
5.0,Qualidade e precisão excelentes!!,6/10/2021,Bom
4.0,"Ele é pequeno e eu gostaria que fosse um pouco maior, pois uso no escritório, mas ele é muito bom, bonito e atendeu bem minhas necessidades.",27/09/2020,Bom
5.0,"2° Mouse comprado mesmo modelo, macio no clique,preciso,leve, rápido conexão wi-fi ótima, excelente custo benefício.",31/03/2020,Bom
5.0,"O ruim foi a entrega, que demorou, mas do mouse mesmo, excelente.",25/08/2020,Bom
5.0,"Estou gostando muito. Ótimo custo-benefício.A instalação é fácil, tamanho padrão e resposta nos movimentos é ótima.Ótimo vendedor. Entrega rápida.",2/07/2020,Bom
5.0,Super eficiente e prático!,25/11/2021,Bom
5.0,Muito bom. Ele atendeu todas as minhas necessidades. E chegou super rápido. Eu adorei esse mouse é agora meu queridinho vai ajudar muito nas minhas edições!! Super indico adoreeeii 👏👏👏👏👏👏,16/06/2021,Bom
5.0,Confortável e preciso. Tem botão on/off. A pilha vem escondida dentro do mouse. Um pouco barulhento.,27/05/2021,Bom
5.0,"Acabamento e funcionalidades satisfatórios. Para uso do dia a dia eficiente. Não dá conta de jogos, mas para uso em aplicações comuns vai muito bem.",3/08/2021,Bom
2.0,"Quebrou fácil! Não indico, com 6 meses parou de funcionar. Acionei a garantia, peguei outro, vou deixar de reserva, pois comprei outra marca melhor.",6/01/2021,Ruim
5.0,"Agora com o Home Office em alta, ter o equipamento básico de boa qualidade é crucial! Recomendo pelo preço. É inacreditavelmente bom para um valor tão baixo.",10/09/2020,Bom
5.0,"A qualidade do mouse foi uma surpresa. Eu esperava um mouse pequeno e prático para o uso dinâmico do dia a dia, foi exatamente o que eu recebi. Um excelente custo-benefício.",9/10/2020,Bom
5.0,"Muito bom, só desliza muito fácil no mousepad, tornando difícil de controlar - usando sem o mousepad fica melhor. Fora isso, é excelente, boa pegada, pequeno, rápido.",12/09/2020,Bom
5.0,Perfeito! Funciona muito bem e é ótimo. Além de ser muito bonito,16/12/2021,Bom
5.0,"Mouse leve e bem sensível. Funciona até em mesa de vidro branco. Não tem vários botões, mas faz o básico. Excelente custo benefício.",17/06/2020,Bom
4.0,"Dispositivo bastante robusto, aparenta firmeza, porém o som do clique incomoda um pouco. Ele não é preto, é cinza.",30/06/2021,Bom
5.0,"Excelente produto pelo preço baixo.Poderia apenas ter vindo com uma pilha recarregável em vez de uma descartável chinesa, por ser um produto Logitech.",31/12/2019,Bom
5.0,"Leve, ergonômico e preciso nos cliques e na navegação. Bateria duradoura. Tenho um mouse desse há muito tempo e comprei mais um porque precisava. Recomendo!",26/09/2020,Bom
4.0,"TERNHO POUCO A FALAR, RECEBI A UNS DIAS E NÃO FIZ MUITO USO, COMPREI ESTE MPARA SUBSTITUIR OUTRO DA MESMA MARCA QUE COMPREI A TEMPOS E ME ATENDEU MUITO BEM.",10/05/2021,Bom
5.0,"Já havia utilizado este modelo é tornei a comprar porque é um preço justo, mouse leve  e com resposta rápida.Super recomendo!",26/11/2020,Bom
5.0,"Bom custo benefício, serve para o propósito (trabalho)",17/12/2020,Bom
5.0,O produto cumpre o que promete. É ótimo. Custo benefício também ótimo. Quanto ao prazo de entrega estipulado pela Amazon ele surpreendeu: entregou 8 dias antes. Isto é muito gratificante,29/07/2020,Bom
5.0,O produto vem de acordo com as especificações!,15/09/2020,Bom
5.0,"Produto com um bom design, e prático de utilização. Acredito que poderia ser um pouco mais leve, quando movimento o mouse tenho a sensação de peso... Mas ele é um ótimo produto!",24/04/2020,Bom
5.0,Ótimo,15/07/2021,Bom
5.0,"Funciona super bem, atendimento maravilhoso e não tive nenhum problema com a instalação e nem com a entrega (super rápida). Já é o segundo que compro e não me arrependo.",20/04/2020,Bom
5.0,Excelente! A marca é líder internacional em Mouses... Minha mãe adorou!,29/07/2019,Bom
5.0,Muito bom. Entrega muito rápida. Funciona perfeitamente.,9/03/2021,Bom
5.0,"Produto incrível, precisão, ergonomia e uma duração de bateria invejável.Recomendo a compra do produto com este vendedor. Entrega muito rápida, antes do prazo estabelecido.",28/10/2020,Bom
5.0,"Ótimo, não consome muita pilha. Ergonômico",13/11/2021,Bom
5.0,É lindo! Combinou perfeitamente com meu notebook. A precisão dele é impressionante! Chegou rápido e bem embalado.,7/10/2021,Bom
1.0,"o mouse parou de funcionar do nada, com quatro meses de uso. a luz não acende, o computador reconhece quando o receptor é inserido na entrada usb, mas não funciona.",19/07/2021,Ruim
5.0,"USO ELE NO PC E NO SMARTPHONE, É BEM RESISTENTE ESTOU ADORANDO",10/09/2020,Bom
1.0,"o mouse trava toda hora, testei com outros mouses, troquei a pilha e o problema é o produto mesmo que fica caindo a conexão a todo momento atrapalhando meu trabalho",18/11/2021,Ruim
4.0,"Bom produto para uso moderado, no meu caso utilizo para trabalho e me atendeu.",14/01/2021,Bom
5.0,Tem um formato agradável para o uso prolongado e atende as demandas simples de uso pra trabalho e estudo,13/07/2020,Bom
5.0,"O produto é muito bom, não tive problemas até o momento.Não testei em jogos, apenas para estudo, e para esse propósito me atendeu muito bem",12/06/2021,Bom
4.0,"Ele é bem pequeno e pouco preciso, mas ainda melhor do que a maioria da mesma faixa de preço. Pra games e/ou edição, esqueça. Mas quebra o galho.",16/05/2021,Bom
4.0,"Bom Produto e de acordo com a descrição, mas o frete foi muito caro",13/06/2020,Bom
4.0,"Leve, confortável e com grande autonomia. Ótimo para trabalhos com aplicativos de escritório. A precisão não é perfeita, então não recomendado para jogos.",12/08/2020,Bom
5.0,"o mouse é bem robusto, para uso geral ele é muito bom, só para gamer que acho que não vale a compra para este uso, mas em geral ele tem uma boa qualidade.",15/08/2020,Bom
5.0,"Uso no dia a dia do notebook, é leve, versátil e preciso.",14/12/2021,Bom
5.0,"Eu estranhei um pouco o tamanho, o meu anterior era gigante. Mas nada a reclamar, acabamento de primeira, bonito, leve e muito preciso..",19/11/2020,Bom
5.0,O mouse é muito bom. Funciona perfeitamente é veio sem qualquer defeito. Muito prático de usar e bonito.,19/09/2021,Bom
5.0,"É excelente, levando em conta o custo-benefício. O material é resistente/mediano. Trata-se de um mouse básico, mas com qualidade. Atendeu as expectativas.",22/11/2021,Bom
5.0,"Antes usava outro mouse, um  pouco mais barato. Este compensou, ótimo custo benefício. Já se percebe na qualidade do material. Ele responde bem, cliques mais precisos e é rápido.",10/12/2020,Bom
